altitude,xpos,zpos
8.99999982454,1.63414306148,1.04839374622
8.99999982454,1.63410926455,1.04839707701
8.99999982454,1.63407547989,1.0484004066
8.99999982454,1.63404170751,1.04840373497
8.99999982454,1.63400794738,1.04840706214
8.99999982453,1.63397419952,1.04841038809
8.99999982453,1.63394046389,1.04841371284
8.99999982453,1.63390674051,1.04841703638
8.99999982453,1.63387302937,1.04842035872
8.99999982453,1.63383933044,1.04842367985
8.99999982453,1.63380564374,1.04842699978
8.99999982453,1.63377196925,1.04843031851
8.99999982453,1.63373830696,1.04843363603
8.99999982453,1.63370465687,1.04843695234
8.99999982453,1.63367101897,1.04844026746
8.99999982453,1.63363739325,1.04844358138
8.99999982453,1.63360377971,1.04844689409
8.99999982453,1.63357017833,1.04845020561
8.99999982453,1.63353658911,1.04845351593
8.99999982453,1.63350301205,1.04845682505
8.99999982453,1.63346944714,1.04846013297
8.99999982453,1.63343589436,1.04846343969
8.99999982453,1.63340235372,1.04846674522
8.99999982453,1.6333688252,1.04847004956
8.99999982453,1.63333530879,1.0484733527
8.99999982453,1.6333018045,1.04847665465
8.99999982453,1.63326831232,1.0484799554
8.99999982453,1.63323483222,1.04848325496
8.99999982453,1.63320136422,1.04848655333
8.99999982453,1.6331679083,1.04848985051
8.99999982453,1.63313446445,1.04849314649
8.99999982453,1.63310103268,1.04849644129
8.99999982453,1.63306761296,1.0484997349
8.99999982453,1.6330342053,1.04850302732
8.99999982453,1.63300080968,1.04850631856
8.99999982453,1.6329674261,1.0485096086
8.99999982453,1.63293405455,1.04851289746
8.99999982453,1.63290069503,1.04851618514
8.99999982453,1.63286734753,1.04851947163
8.99999982453,1.63283401204,1.04852275694
8.99999982453,1.63280068855,1.04852604106
8.99999982453,1.63276737706,1.048529324
8.99999982453,1.63273407756,1.04853260576
8.99999982453,1.63270079004,1.04853588634
8.99999982453,1.6326675145,1.04853916574
8.99999982453,1.63263425092,1.04854244395
8.99999982453,1.63260099931,1.04854572099
8.99999982453,1.63256775965,1.04854899685
8.99999982453,1.63253453194,1.04855227153
8.99999982453,1.63250131617,1.04855554504
8.99999982453,1.63246811233,1.04855881737
8.99999982453,1.63243492043,1.04856208852
8.99999982453,1.63240174044,1.0485653585
8.99999982453,1.63236857236,1.0485686273
8.99999982453,1.63233541619,1.04857189493
8.99999982453,1.63230227191,1.04857516139
8.99999982453,1.63226913953,1.04857842668
8.99999982453,1.63223601904,1.04858169079
8.99999982453,1.63220291042,1.04858495373
8.99999982453,1.63216981367,1.04858821551
8.99999982453,1.63213672879,1.04859147611
8.99999982453,1.63210365576,1.04859473554
8.99999982453,1.63207059458,1.04859799381
8.99999982453,1.63203754525,1.04860125091
8.99999982453,1.63200450775,1.04860450684
8.99999982453,1.63197148208,1.04860776161
8.99999982453,1.63193846824,1.04861101521
8.99999982453,1.63190546621,1.04861426764
8.99999982453,1.63187247599,1.04861751891
8.99999982453,1.63183949757,1.04862076902
8.99999982453,1.63180653094,1.04862401797
8.99999982453,1.63177357611,1.04862726575
8.99999982453,1.63174063305,1.04863051237
8.99999982453,1.63170770177,1.04863375784
8.99999982453,1.63167478225,1.04863700214
8.99999982453,1.6316418745,1.04864024528
8.99999982453,1.6316089785,1.04864348726
8.99999982453,1.63157609425,1.04864672809
8.99999982453,1.63154322173,1.04864996776
8.99999982453,1.63151036095,1.04865320627
8.99999982453,1.6314775119,1.04865644363
8.99999982453,1.63144467456,1.04865967983
8.99999982453,1.63141184894,1.04866291487
8.99999982453,1.63137903503,1.04866614877
8.99999982453,1.63134623281,1.0486693815
8.99999982453,1.63131344228,1.04867261309
8.99999982453,1.63128066345,1.04867584353
8.99999982453,1.63124789628,1.04867907281
8.99999982453,1.6312151408,1.04868230094
8.99999982453,1.63118239697,1.04868552792
8.99999982453,1.63114966481,1.04868875376
8.99999982453,1.6311169443,1.04869197844
8.99999982453,1.63108423543,1.04869520198
8.99999982453,1.6310515382,1.04869842437
8.99999982453,1.6310188526,1.04870164561
8.99999982453,1.63098617862,1.04870486571
8.99999982453,1.63095351627,1.04870808466
8.99999982453,1.63092086552,1.04871130247
8.99999982453,1.63088822638,1.04871451914
8.99999982453,1.63085559884,1.04871773466
8.99999982453,1.63082298289,1.04872094903
8.99999982453,1.63079037852,1.04872416227
8.99999982453,1.63075778573,1.04872737436
8.99999982453,1.63072520451,1.04873058532
8.99999982453,1.63069263486,1.04873379513
8.99999982453,1.63066007676,1.04873700381
8.99999982453,1.63062753021,1.04874021134
8.99999982453,1.63059499521,1.04874341774
8.99999982453,1.63056247175,1.048746623
8.99999982453,1.63052995982,1.04874982713
8.99999982453,1.63049745941,1.04875303012
8.99999982453,1.63046497052,1.04875623197
8.99999982453,1.63043249314,1.04875943269
8.99999982453,1.63040002726,1.04876263227
8.99999982453,1.63036757288,1.04876583072
8.99999982453,1.63033512999,1.04876902804
8.99999982453,1.63030269859,1.04877222423
8.99999982453,1.63027027867,1.04877541928
8.99999982453,1.63023787021,1.0487786132
8.99999982453,1.63020547323,1.048781806
8.99999982453,1.6301730877,1.04878499766
8.99999982453,1.63014071362,1.0487881882
8.99999982453,1.63010835098,1.0487913776
8.99999982453,1.63007599979,1.04879456588
8.99999982453,1.63004366002,1.04879775304
8.99999982453,1.63001133168,1.04880093906
8.99999982453,1.62997901476,1.04880412396
8.99999982453,1.62994670926,1.04880730774
8.99999982453,1.62991441515,1.04881049039
8.99999982453,1.62988213245,1.04881367192
8.99999982453,1.62984986114,1.04881685232
8.99999982453,1.62981760121,1.04882003161
8.99999982453,1.62978535267,1.04882320977
8.99999982453,1.62975311549,1.04882638681
8.99999982453,1.62972088969,1.04882956272
8.99999982453,1.62968867524,1.04883273752
8.99999982453,1.62965647215,1.0488359112
8.99999982453,1.6296242804,1.04883908377
8.99999982453,1.62959209999,1.04884225521
8.99999982453,1.62955993092,1.04884542554
8.99999982453,1.62952777318,1.04884859475
8.99999982453,1.62949562675,1.04885176284
8.99999982453,1.62946349164,1.04885492982
8.99999982453,1.62943136784,1.04885809568
8.99999982453,1.62939925534,1.04886126043
8.99999982453,1.62936715414,1.04886442407
8.99999982453,1.62933506422,1.04886758659
8.99999982453,1.62930298558,1.04887074801
8.99999982453,1.62927091822,1.04887390831
8.99999982453,1.62923886213,1.04887706749
8.99999982453,1.62920681731,1.04888022557
8.99999982453,1.62917478374,1.04888338254
8.99999982453,1.62914276142,1.0488865384
8.99999982453,1.62911075034,1.04888969316
8.99999982453,1.6290787505,1.0488928468
8.99999982453,1.62904676189,1.04889599934
8.99999982453,1.6290147845,1.04889915077
8.99999982453,1.62898281834,1.04890230109
8.99999982453,1.62895086338,1.04890545031
8.99999982453,1.62891891963,1.04890859843
8.99999982453,1.62888698708,1.04891174544
8.99999982453,1.62885506572,1.04891489135
8.99999982453,1.62882315555,1.04891803615
8.99999982453,1.62879125656,1.04892117986
8.99999982453,1.62875936874,1.04892432246
8.99999982453,1.62872749208,1.04892746396
8.99999982453,1.62869562659,1.04893060436
8.99999982453,1.62866377225,1.04893374366
8.99999982453,1.62863192906,1.04893688186
8.99999982453,1.62860009701,1.04894001897
8.99999982453,1.6285682761,1.04894315497
8.99999982453,1.62853646632,1.04894628988
8.99999982453,1.62850466766,1.0489494237
8.99999982453,1.62847288011,1.04895255641
8.99999982453,1.62844110368,1.04895568804
8.99999982453,1.62840933834,1.04895881856
8.99999982453,1.62837758411,1.048961948
8.99999982453,1.62834584097,1.04896507634
8.99999982453,1.62831410891,1.04896820359
8.99999982453,1.62828238793,1.04897132974
8.99999982453,1.62825067803,1.0489744548
8.99999982453,1.62821897919,1.04897757878
8.99999982453,1.62818729141,1.04898070166
8.99999982453,1.62815561468,1.04898382345
8.99999982453,1.628123949,1.04898694416
8.99999982453,1.62809229436,1.04899006377
8.99999982453,1.62806065076,1.0489931823
8.99999982453,1.62802901818,1.04899629974
8.99999982453,1.62799739663,1.0489994161
8.99999982453,1.6279657861,1.04900253137
8.99999982453,1.62793418657,1.04900564555
8.99999982453,1.62790259805,1.04900875865
8.99999982453,1.62787102052,1.04901187066
8.99999982453,1.62783945399,1.04901498159
8.99999982453,1.62780789844,1.04901809144
8.99999982453,1.62777635387,1.04902120021
8.99999982453,1.62774482027,1.04902430789
8.99999982453,1.62771329764,1.04902741449
8.99999982453,1.62768178598,1.04903052002
8.99999982453,1.62765028526,1.04903362446
8.99999982453,1.62761879549,1.04903672782
8.99999982453,1.62758731667,1.04903983011
8.99999982453,1.62755584878,1.04904293131
8.99999982453,1.62752439182,1.04904603144
8.99999982453,1.62749294578,1.0490491305
8.99999982453,1.62746151066,1.04905222847
8.99999982453,1.62743008645,1.04905532537
8.99999982453,1.62739867315,1.0490584212
8.99999982453,1.62736727075,1.04906151595
8.99999982453,1.62733587923,1.04906460963
8.99999982453,1.62730449861,1.04906770223
8.99999982453,1.62727312887,1.04907079377
8.99999982453,1.62724177,1.04907388423
8.99999982453,1.627210422,1.04907697361
8.99999982453,1.62717908486,1.04908006193
8.99999982453,1.62714775857,1.04908314918
8.99999982453,1.62711644314,1.04908623536
8.99999982453,1.62708513855,1.04908932047
8.99999982453,1.6270538448,1.04909240451
8.99999982453,1.62702256188,1.04909548748
8.99999982453,1.62699128979,1.04909856939
8.99999982453,1.62696002852,1.04910165023
8.99999982453,1.62692877806,1.04910473
8.99999982453,1.6268975384,1.04910780871
8.99999982453,1.62686630955,1.04911088635
8.99999982453,1.6268350915,1.04911396293
8.99999982453,1.62680388423,1.04911703845
8.99999982453,1.62677268775,1.0491201129
8.99999982453,1.62674150205,1.04912318629
8.99999982453,1.62671032711,1.04912625862
8.99999982453,1.62667916295,1.04912932989
8.99999982453,1.62664800954,1.04913240009
8.99999982453,1.62661686688,1.04913546924
8.99999982453,1.62658573497,1.04913853733
8.99999982453,1.62655461381,1.04914160435
8.99999982453,1.62652350338,1.04914467032
8.99999982453,1.62649240368,1.04914773524
8.99999982453,1.6264613147,1.04915079909
8.99999982453,1.62643023644,1.04915386189
8.99999982453,1.62639916889,1.04915692363
8.99999982453,1.62636811205,1.04915998432
8.99999982453,1.6263370659,1.04916304395
8.99999982453,1.62630603045,1.04916610253
8.99999982453,1.62627500569,1.04916916006
8.99999982453,1.62624399161,1.04917221653
8.99999982453,1.6262129882,1.04917527195
8.99999982453,1.62618199547,1.04917832632
8.99999982453,1.6261510134,1.04918137964
8.99999982453,1.62612004198,1.0491844319
8.99999982453,1.62608908122,1.04918748312
8.99999982453,1.62605813111,1.04919053328
8.99999982453,1.62602719163,1.0491935824
8.99999982453,1.62599626279,1.04919663047
8.99999982453,1.62596534458,1.04919967749
8.99999982453,1.62593443699,1.04920272347
8.99999982453,1.62590354002,1.0492057684
8.99999982453,1.62587265365,1.04920881228
8.99999982453,1.6258417779,1.04921185512
8.99999982453,1.62581091274,1.04921489691
8.99999982453,1.62578005817,1.04921793766
8.99999982453,1.62574921419,1.04922097736
8.99999982453,1.6257183808,1.04922401602
8.99999982453,1.62568755798,1.04922705364
8.99999982453,1.62565674572,1.04923009022
8.99999982453,1.62562594404,1.04923312575
8.99999982453,1.62559515291,1.04923616025
8.99999982453,1.62556437233,1.0492391937
8.99999982453,1.6255336023,1.04924222612
8.99999982453,1.6255028428,1.04924525749
8.99999982453,1.62547209385,1.04924828783
8.99999982453,1.62544135542,1.04925131713
8.99999982453,1.62541062751,1.04925434539
8.99999982453,1.62537991013,1.04925737262
8.99999982453,1.62534920325,1.0492603988
8.99999982453,1.62531850688,1.04926342396
8.99999982453,1.62528782101,1.04926644808
8.99999982453,1.62525714563,1.04926947116
8.99999982453,1.62522648074,1.04927249321
8.99999982453,1.62519582633,1.04927551423
8.99999982453,1.6251651824,1.04927853421
8.99999982453,1.62513454894,1.04928155316
8.99999982453,1.62510392595,1.04928457108
8.99999982453,1.62507331341,1.04928758797
8.99999982453,1.62504271133,1.04929060383
8.99999982453,1.6250121197,1.04929361866
8.99999982453,1.6249815385,1.04929663246
8.99999982453,1.62495096775,1.04929964523
8.99999982453,1.62492040742,1.04930265698
8.99999982453,1.62488985752,1.04930566769
8.99999982453,1.62485931804,1.04930867738
8.99999982453,1.62482878897,1.04931168604
8.99999982453,1.62479827031,1.04931469368
8.99999982453,1.62476776205,1.04931770029
8.99999982453,1.62473726419,1.04932070587
8.99999982453,1.62470677672,1.04932371043
8.99999982453,1.62467629963,1.04932671397
8.99999982453,1.62464583292,1.04932971648
8.99999982453,1.62461537659,1.04933271798
8.99999982453,1.62458493062,1.04933571845
8.99999982453,1.62455449501,1.04933871789
8.99999982453,1.62452406976,1.04934171632
8.99999982453,1.62449365486,1.04934471373
8.99999982453,1.62446325031,1.04934771012
8.99999982453,1.62443285609,1.04935070548
8.99999982453,1.62440247221,1.04935369983
8.99999982453,1.62437209866,1.04935669316
8.99999982453,1.62434173543,1.04935968548
8.99999982453,1.62431138251,1.04936267677
8.99999982453,1.62428103991,1.04936566706
8.99999982453,1.62425070761,1.04936865632
8.99999982453,1.62422038561,1.04937164457
8.99999982453,1.62419007391,1.0493746318
8.99999982453,1.62415977249,1.04937761802
8.99999982453,1.62412948136,1.04938060323
8.99999982453,1.6240992005,1.04938358742
8.99999982453,1.62406892992,1.04938657061
8.99999982453,1.6240386696,1.04938955277
8.99999982453,1.62400841954,1.04939253393
8.99999982453,1.62397817974,1.04939551408
8.99999982453,1.62394795019,1.04939849322
8.99999982453,1.62391773088,1.04940147134
8.99999982453,1.6238875218,1.04940444846
8.99999982453,1.62385732296,1.04940742457
8.99999982453,1.62382713435,1.04941039967
8.99999982453,1.62379695596,1.04941337376
8.99999982453,1.62376678778,1.04941634685
8.99999982453,1.62373662981,1.04941931893
8.99999982453,1.62370648205,1.04942229
8.99999982453,1.62367634449,1.04942526007
8.99999982453,1.62364621712,1.04942822913
8.99999982453,1.62361609994,1.04943119719
8.99999982453,1.62358599294,1.04943416425
8.99999982453,1.62355589612,1.0494371303
8.99999982453,1.62352580946,1.04944009535
8.99999982453,1.62349573298,1.0494430594
8.99999982453,1.62346566665,1.04944602244
8.99999982453,1.62343561048,1.04944898449
8.99999982453,1.62340556446,1.04945194553
8.99999982453,1.62337552858,1.04945490558
8.99999982453,1.62334550284,1.04945786462
8.99999982453,1.62331548724,1.04946082267
8.99999982453,1.62328548176,1.04946377972
8.99999982453,1.6232554864,1.04946673577
8.99999982453,1.62322550116,1.04946969082
8.99999982453,1.62319552603,1.04947264487
8.99999982453,1.623165561,1.04947559793
8.99999982453,1.62313560607,1.04947855
8.99999982453,1.62310566124,1.04948150107
8.99999982453,1.6230757265,1.04948445114
8.99999982453,1.62304580184,1.04948740022
8.99999982453,1.62301588726,1.04949034831
8.99999982453,1.62298598275,1.04949329541
8.99999982453,1.6229560883,1.04949624151
8.99999982453,1.62292620392,1.04949918662
8.99999982453,1.6228963296,1.04950213074
8.99999982453,1.62286646532,1.04950507387
8.99999982453,1.6228366111,1.04950801601
8.99999982453,1.62280676691,1.04951095715
8.99999982453,1.62277693275,1.04951389731
8.99999982453,1.62274710862,1.04951683648
8.99999982453,1.62271729452,1.04951977467
8.99999982453,1.62268749044,1.04952271186
8.99999982453,1.62265769637,1.04952564807
8.99999982453,1.6226279123,1.04952858329
8.99999982453,1.62259813824,1.04953151753
8.99999982453,1.62256837417,1.04953445078
8.99999982453,1.6225386201,1.04953738304
8.99999982453,1.62250887601,1.04954031432
8.99999982453,1.6224791419,1.04954324462
8.99999982453,1.62244941776,1.04954617393
8.99999982453,1.6224197036,1.04954910226
8.99999982453,1.6223899994,1.04955202961
8.99999982453,1.62236030516,1.04955495598
8.99999982453,1.62233062087,1.04955788137
8.99999982453,1.62230094653,1.04956080577
8.99999982453,1.62227128213,1.0495637292
8.99999982453,1.62224162767,1.04956665164
8.99999982453,1.62221198315,1.04956957311
8.99999982453,1.62218234855,1.0495724936
8.99999982453,1.62215272387,1.04957541311
8.99999982453,1.6221231091,1.04957833164
8.99999982453,1.62209350425,1.04958124919
8.99999982453,1.6220639093,1.04958416577
8.99999982453,1.62203432426,1.04958708138
8.99999982453,1.62200474911,1.049589996
8.99999982453,1.62197518384,1.04959290966
8.99999982453,1.62194562847,1.04959582233
8.99999982453,1.62191608297,1.04959873404
8.99999982453,1.62188654734,1.04960164477
8.99999982453,1.62185702158,1.04960455453
8.99999982453,1.62182750569,1.04960746331
8.99999982453,1.62179799965,1.04961037113
8.99999982453,1.62176850347,1.04961327797
8.99999982453,1.62173901713,1.04961618385
8.99999982453,1.62170954063,1.04961908875
8.99999982453,1.62168007398,1.04962199268
8.99999982453,1.62165061715,1.04962489564
8.99999982453,1.62162117015,1.04962779764
8.99999982453,1.62159173297,1.04963069867
8.99999982453,1.6215623056,1.04963359872
8.99999982453,1.62153288805,1.04963649782
8.99999982453,1.6215034803,1.04963939594
8.99999982453,1.62147408235,1.0496422931
8.99999982453,1.62144469419,1.0496451893
8.99999982453,1.62141531583,1.04964808452
8.99999982453,1.62138594725,1.04965097879
8.99999982453,1.62135658845,1.04965387209
8.99999982453,1.62132723942,1.04965676443
8.99999982453,1.62129790016,1.0496596558
8.99999982453,1.62126857066,1.04966254621
8.99999982453,1.62123925092,1.04966543566
8.99999982453,1.62120994094,1.04966832415
8.99999982453,1.6211806407,1.04967121168
8.99999982453,1.6211513502,1.04967409824
8.99999982453,1.62112206944,1.04967698385
8.99999982453,1.62109279842,1.0496798685
8.99999982453,1.62106353712,1.04968275219
8.99999982453,1.62103428554,1.04968563492
8.99999982453,1.62100504368,1.04968851669
8.99999982453,1.62097581153,1.04969139751
8.99999982453,1.62094658909,1.04969427737
8.99999982453,1.62091737635,1.04969715627
8.99999982453,1.6208881733,1.04970003421
8.99999982453,1.62085897995,1.04970291121
8.99999982453,1.62082979628,1.04970578724
8.99999982453,1.62080062229,1.04970866232
8.99999982453,1.62077145797,1.04971153645
8.99999982453,1.62074230333,1.04971440963
8.99999982453,1.62071315835,1.04971728185
8.99999982453,1.62068402303,1.04972015312
8.99999982453,1.62065489737,1.04972302344
8.99999982453,1.62062578135,1.04972589281
8.99999982453,1.62059667498,1.04972876122
8.99999982453,1.62056757825,1.04973162869
8.99999982453,1.62053849116,1.0497344952
8.99999982453,1.62050941369,1.04973736077
8.99999982453,1.62048034585,1.04974022539
8.99999982453,1.62045128763,1.04974308906
8.99999982453,1.62042223902,1.04974595178
8.99999982453,1.62039320002,1.04974881356
8.99999982453,1.62036417062,1.04975167439
8.99999982453,1.62033515082,1.04975453427
8.99999982453,1.62030614062,1.04975739321
8.99999982453,1.62027714,1.0497602512
8.99999982453,1.62024814897,1.04976310824
8.99999982453,1.62021916752,1.04976596435
8.99999982453,1.62019019564,1.04976881951
8.99999982453,1.62016123332,1.04977167372
8.99999982453,1.62013228058,1.04977452699
8.99999982453,1.62010333738,1.04977737933
8.99999982453,1.62007440375,1.04978023071
8.99999982453,1.62004547966,1.04978308116
8.99999982453,1.62001656511,1.04978593067
8.99999982453,1.6199876601,1.04978877924
8.99999982453,1.61995876463,1.04979162686
8.99999982453,1.61992987868,1.04979447355
8.99999982453,1.61990100225,1.0497973193
8.99999982453,1.61987213535,1.04980016411
8.99999982453,1.61984327795,1.04980300798
8.99999982453,1.61981443007,1.04980585092
8.99999982453,1.61978559169,1.04980869292
8.99999982453,1.6197567628,1.04981153398
8.99999982453,1.61972794341,1.04981437411
8.99999982453,1.6196991335,1.0498172133
8.99999982453,1.61967033308,1.04982005156
8.99999982453,1.61964154214,1.04982288888
8.99999982453,1.61961276067,1.04982572527
8.99999982453,1.61958398867,1.04982856072
8.99999982453,1.61955522613,1.04983139525
8.99999982453,1.61952647304,1.04983422884
8.99999982453,1.61949772942,1.04983706149
8.99999982453,1.61946899524,1.04983989322
8.99999982453,1.6194402705,1.04984272402
8.99999982453,1.6194115552,1.04984555388
8.99999982453,1.61938284933,1.04984838282
8.99999982453,1.61935415289,1.04985121083
8.99999982453,1.61932546588,1.0498540379
8.99999982453,1.61929678828,1.04985686405
8.99999982453,1.6192681201,1.04985968927
8.99999982453,1.61923946133,1.04986251357
8.99999982453,1.61921081196,1.04986533693
8.99999982453,1.61918217198,1.04986815937
8.99999982453,1.6191535414,1.04987098089
8.99999982453,1.61912492021,1.04987380148
8.99999982453,1.61909630841,1.04987662114
8.99999982453,1.61906770598,1.04987943988
8.99999982453,1.61903911293,1.0498822577
8.99999982453,1.61901052924,1.04988507459
8.99999982453,1.61898195492,1.04988789056
8.99999982453,1.61895338996,1.0498907056
8.99999982453,1.61892483436,1.04989351972
8.99999982453,1.6188962881,1.04989633293
8.99999982453,1.61886775119,1.04989914521
8.99999982453,1.61883922362,1.04990195657
8.99999982453,1.61881070538,1.04990476701
8.99999982453,1.61878219647,1.04990757653
8.99999982453,1.61875369689,1.04991038513
8.99999982453,1.61872520663,1.04991319281
8.99999982453,1.61869672569,1.04991599957
8.99999982453,1.61866825405,1.04991880542
8.99999982453,1.61863979172,1.04992161035
8.99999982453,1.61861133869,1.04992441436
8.99999982453,1.61858289496,1.04992721746
8.99999982453,1.61855446052,1.04993001964
8.99999982453,1.61852603536,1.0499328209
8.99999982453,1.61849761949,1.04993562125
8.99999982453,1.61846921289,1.04993842068
8.99999982453,1.61844081556,1.0499412192
8.99999982453,1.61841242751,1.04994401681
8.99999982453,1.61838404871,1.04994681351
8.99999982453,1.61835567917,1.04994960929
8.99999982453,1.61832731888,1.04995240416
8.99999982453,1.61829896785,1.04995519811
8.99999982453,1.61827062605,1.04995799116
8.99999982453,1.61824229349,1.0499607833
8.99999982453,1.61821397017,1.04996357452
8.99999982453,1.61818565607,1.04996636484
8.99999982453,1.6181573512,1.04996915425
8.99999982453,1.61812905555,1.04997194274
8.99999982453,1.61810076911,1.04997473033
8.99999982453,1.61807249188,1.04997751702
8.99999982453,1.61804422385,1.04998030279
8.99999982453,1.61801596503,1.04998308766
8.99999982453,1.6179877154,1.04998587162
8.99999982453,1.61795947496,1.04998865467
8.99999982453,1.61793124371,1.04999143682
8.99999982453,1.61790302163,1.04999421807
8.99999982453,1.61787480873,1.04999699841
8.99999982453,1.61784660501,1.04999977785
8.99999982453,1.61781841045,1.05000255638
8.99999982453,1.61779022505,1.05000533401
8.99999982453,1.61776204881,1.05000811073
8.99999982453,1.61773388172,1.05001088656
8.99999982453,1.61770572378,1.05001366148
8.99999982453,1.61767757498,1.0500164355
8.99999982453,1.61764943532,1.05001920862
8.99999982453,1.61762130479,1.05002198084
8.99999982453,1.6175931834,1.05002475216
8.99999982453,1.61756507112,1.05002752259
8.99999982453,1.61753696797,1.05003029211
8.99999982453,1.61750887393,1.05003306073
8.99999982453,1.61748078899,1.05003582846
8.99999982453,1.61745271317,1.05003859528
8.99999982453,1.61742464644,1.05004136122
8.99999982453,1.61739658881,1.05004412625
8.99999982453,1.61736854027,1.05004689039
8.99999982453,1.61734050082,1.05004965363
8.99999982453,1.61731247045,1.05005241598
8.99999982453,1.61728444916,1.05005517743
8.99999982453,1.61725643694,1.05005793799
8.99999982453,1.61722843378,1.05006069765
8.99999982453,1.61720043969,1.05006345642
8.99999982453,1.61717245466,1.0500662143
8.99999982453,1.61714447868,1.05006897129
8.99999982453,1.61711651175,1.05007172738
8.99999982453,1.61708855386,1.05007448258
8.99999982453,1.61706060502,1.05007723689
8.99999982453,1.6170326652,1.05007999031
8.99999982453,1.61700473442,1.05008274284
8.99999982453,1.61697681267,1.05008549448
8.99999982453,1.61694889993,1.05008824523
8.99999982453,1.61692099621,1.05009099509
8.99999982453,1.61689310151,1.05009374407
8.99999982453,1.61686521581,1.05009649215
8.99999982453,1.61683733911,1.05009923935
8.99999982453,1.61680947141,1.05010198566
8.99999982453,1.61678161271,1.05010473109
8.99999982453,1.61675376299,1.05010747563
8.99999982453,1.61672592226,1.05011021928
8.99999982453,1.6166980905,1.05011296205
8.99999982453,1.61667026773,1.05011570393
8.99999982453,1.61664245392,1.05011844493
8.99999982453,1.61661464907,1.05012118505
8.99999982453,1.61658685319,1.05012392428
8.99999982453,1.61655906627,1.05012666263
8.99999982453,1.61653128829,1.05012940009
8.99999982453,1.61650351927,1.05013213668
8.99999982453,1.61647575918,1.05013487238
8.99999982453,1.61644800804,1.0501376072
8.99999982453,1.61642026583,1.05014034114
8.99999982453,1.61639253254,1.0501430742
8.99999982453,1.61636480819,1.05014580638
8.99999982453,1.61633709275,1.05014853769
8.99999982453,1.61630938622,1.05015126811
